Blue under
succesful propel (7-8, 20-21)
7.008827,-21.644592,-0.473022,17.810797,-2.132765,-7.201824,-6.202518
7.024600,-30.258179,11.405945,17.467474,1.595083,-9.456136,-5.638491
7.040412,-29.602051,7.621765,8.144353,0.036524,-7.861651,-5.090031
7.056168,-38.818359,-1.693726,1.918767,-0.918490,-8.277187,-4.658329
7.072088,-40.672302,-3.334045,-1.285579,-0.013173,-7.724537,-5.629509
7.087982,-44.357300,1.091003,-0.400569,-0.543669,-8.042476,-5.860030
7.104650,-42.045593,1.678467,-2.338435,-1.184337,-8.191566,-5.908529
7.121517,-35.995483,-3.036499,-4.970576,0.281415,-8.317903,-6.464772
7.137797,-33.103943,-2.182007,-8.190181,0.543071,-8.165819,-6.555184
7.153603,-33.065796,-6.111145,-11.974360,-0.335303,-7.850874,-5.789377
7.169337,-36.888123,-5.737305,-10.456111,-0.089813,-7.508386,-6.051631
7.185044,-36.201477,-4.783630,-7.488276,0.559237,-7.475455,-6.599492
7.201239,-35.934448,-2.395630,-3.612544,-0.207169,-7.645501,-6.631226
7.217091,-34.439087,-2.227783,-1.018550,0.079036,-7.432344,-6.576141
7.232879,-33.264160,-1.647949,-0.484492,0.138911,-7.461683,-6.807859
7.248609,-33.058167,-0.289917,-0.431086,-0.228724,-7.256909,-6.682120
7.264414,-33.706665,-0.450134,1.117681,-0.672402,-7.323970,-6.776125
7.280061,-33.210754,3.822327,1.728032,0.267045,-7.414382,-7.003652
7.295633,-32.737732,1.434326,1.789067,-0.212558,-7.119794,-6.898271
7.311160,-31.898499,1.358032,3.322576,0.107177,-7.102430,-7.194654
7.326735,-30.372620,0.534058,3.406499,0.360450,-6.841373,-7.178488
7.342317,-30.906677,1.022339,2.346013,-0.379611,-7.071295,-6.941980
7.358136,-30.349731,-1.091003,3.017400,-0.128134,-6.992858,-7.162322
7.373894,-30.059814,0.244141,1.781438,-0.028141,-6.850355,-7.249740
7.389632,-30.570984,-1.754761,0.247930,-0.441881,-6.752159,-7.298239
7.405476,-29.823303,-1.380920,-0.797297,0.098795,-6.542594,-7.408410
7.421349,-29.006958,-0.442505,-1.895930,-0.075443,-6.682105,-7.498822
7.437301,-25.405884,0.137329,-0.850703,-0.048499,-6.500083,-7.480261
7.453284,-26.313782,0.106812,-0.545527,0.301772,-6.431825,-7.597617
7.469120,-26.687622,-0.366211,-0.698115,-0.273631,-6.379135,-7.605999
7.485012,-26.512146,-0.289917,1.720403,0.008383,-6.313870,-7.676054
7.500657,-26.153564,0.335693,1.041387,0.143701,-6.218070,-7.742515
7.516367,-25.848389,-0.366211,0.286077,-0.162263,-6.283933,-7.835322
7.532058,-24.467468,-0.061035,0.865911,-0.034129,-6.115084,-7.894000
7.547732,-23.338318,0.053406,0.392888,0.085023,-5.955216,-7.887414
7.563274,-22.567749,-0.152588,-0.034358,-0.105381,-5.994135,-7.965252
7.578862,-21.881104,-0.534058,-0.011470,0.007784,-5.915100,-8.017344
7.594436,-21.240234,-0.083923,-0.019099,0.005389,-5.900131,-7.982017
7.610051,-20.843506,-0.045776,-0.011470,-0.064067,-5.771399,-8.032911
7.625654,-20.210266,-0.328064,0.003789,-0.043110,-5.806725,-8.115540
7.641535,-19.325256,-0.328064,-0.118281,0.063468,-5.703140,-8.105960
7.657330,-18.417358,-0.129700,-0.011470,0.064666,-5.616321,-8.183199
7.673090,-17.417908,-0.007629,0.728582,-0.028740,-5.583988,-8.219124
7.689022,-16.410828,-0.366211,0.598882,0.025148,-5.521718,-8.185594
7.705206,-16.143799,-0.083923,0.331853,-0.059277,-5.968389,-7.961061
7.721935,-15.487671,-0.373840,0.499700,-0.037123,-5.564229,-8.307141
7.737982,-14.038086,-0.305176,0.102971,-0.104183,-5.433701,-8.453836
7.753820,-13.298035,-0.312805,0.102971,-0.041314,-5.367239,-8.261037
7.769513,-12.725830,-0.038147,0.400518,-0.007784,-5.316943,-8.383183
7.785239,-11.306763,-0.053406,0.041936,-0.040715,-5.298382,-8.416115
7.800944,-10.375977,-0.503540,-0.034358,-0.025746,-5.268444,-8.414318
7.816571,-9.757996,-0.030518,-0.019099,-0.010778,-5.260660,-8.420306
7.832140,-8.964539,-0.274658,0.026677,-0.123344,-5.251081,-8.413120
7.847829,-8.262634,-0.205994,0.049565,-0.063468,-5.199587,-8.410127
7.863763,-7.461548,-0.274658,0.118230,-0.067061,-5.219945,-8.445454
7.879846,-6.156921,-0.091553,0.286077,-0.082029,-5.158872,-8.421503
7.895624,-5.218506,-0.457764,0.293706,-0.038320,-5.140909,-8.422102
7.911326,-4.463196,-0.190735,0.080083,-0.065863,-5.136119,-8.438868
7.926987,-3.623962,-0.183105,0.156377,-0.069456,-5.137317,-8.431683
7.942898,-3.356934,-0.205994,0.080083,-0.062271,-5.118755,-8.457429
7.958773,-2.655029,-0.297546,-0.049617,-0.064067,-5.178631,-8.493354
7.974664,-1.876831,-0.167847,-0.041987,-0.091011,-5.129533,-8.516107
7.990476,-0.717163,-0.411987,0.041936,-0.043110,-5.136119,-8.521496

20.003322,-65.261841,1.266479,2.780889,0.063468,-4.327201,-8.840631
20.019374,-66.368103,-0.679016,0.759099,-0.019160,-4.124823,-8.846620
20.035081,-67.817688,-1.426697,0.759099,-0.593965,-4.646936,-8.850811
20.050748,-65.605164,0.640869,2.086614,0.000599,-3.727249,-9.748344
20.066440,-65.208435,1.167297,0.164006,0.017963,-3.533252,-9.294488
20.082386,-65.071106,0.434875,-0.728633,-0.534688,-3.830834,-9.539977
20.098111,-63.598633,-0.610352,2.376531,0.157473,-2.944676,-9.567520
20.114320,-63.034058,-0.480652,-0.179316,0.205972,-2.906356,-9.263951
20.130181,-63.354492,-0.045776,-0.728633,-0.419727,-2.750081,-9.089115
20.145883,-62.644958,0.213623,0.759099,-0.236508,-2.642904,-9.367536
20.161536,-61.042786,0.190735,-0.034358,-0.128732,-2.415377,-9.669908
20.177240,-61.630249,-0.640869,-0.240352,0.017364,-2.195035,-9.748943
20.192902,-62.423706,-0.053406,-0.606562,-0.270637,-1.998644,-9.748943
20.208503,-62.118530,1.091003,2.292607,-0.267643,-2.199826,-9.620211
20.224051,-60.684204,-1.052856,0.019048,0.652643,-1.429827,-9.232218
20.239606,-58.189392,0.053406,-3.200557,-0.952020,-1.792672,-9.510039
20.255142,-54.756165,-0.869751,3.505681,-0.361648,-1.201102,-9.708826
20.270748,-53.359985,-1.411438,1.178716,0.207169,-1.001118,-9.551353
20.286443,-53.588867,-0.114441,-0.103022,-0.290995,-0.922083,-9.532792
20.302247,-53.169250,-0.297546,1.255010,-0.258063,-0.304766,-9.653741
20.318074,-52.856445,-0.129700,0.507329,-0.152084,-0.368234,-9.681882
20.333992,-51.956177,-0.778198,0.240300,-0.265847,-0.156275,-9.628593
20.350068,-52.642822,-0.167847,1.659368,-0.207768,-0.082029,-9.850731
20.366727,-47.920227,-0.595093,-1.056697,0.141306,0.469424,-10.055506
20.382580,-47.164917,1.838684,0.789617,-0.624501,0.395777,-9.737567
20.398430,-46.005249,1.098633,0.743840,0.404758,0.055684,-9.277124
20.414128,-41.290283,0.373840,-2.208735,-0.416135,0.236508,-9.737567
20.429972,-41.923523,1.838684,-0.934626,-0.081431,0.510738,-9.696851
20.445899,-40.176392,-0.450134,-1.506831,-0.192200,0.731678,-9.681284
20.462471,-38.063049,-0.419617,-2.597835,0.344284,1.033451,-9.801035
20.478184,-35.903931,0.198364,-0.331904,-0.182620,1.307082,-9.772893
20.494183,-34.484863,-0.129700,0.698064,-0.005389,1.305286,-9.592668
20.509911,-33.424377,-2.334595,1.277898,-0.199984,1.189726,-9.641766
20.525525,-31.944275,-1.281738,2.582524,0.099393,1.399889,-9.633982
20.541219,-30.883789,-1.213074,2.666448,-0.103585,1.604064,-9.650148
20.557473,-29.899597,-1.815796,2.651189,-0.069456,1.687890,-9.501657
20.573130,-26.855469,-1.457214,1.316045,-0.034728,1.751358,-9.535188
20.588803,-24.017334,-0.549316,0.987981,-0.225731,1.877695,-9.528003
20.604387,-21.995544,-0.152588,0.118230,-0.062271,1.874103,-9.551353
20.620345,-19.836426,0.114441,-0.919368,-0.160466,1.920806,-9.549558
20.636201,-18.409729,1.289368,-1.033809,-0.032333,1.982477,-9.553749
20.651991,-16.990662,1.342773,-1.262690,-0.167053,2.199826,-9.466929
20.667791,-15.525818,1.350403,-1.270320,-0.091610,2.181264,-9.366938
20.683719,-13.603210,0.900269,-1.239802,-0.015568,2.213597,-9.383702
20.699745,-11.436462,0.892639,-0.965144,0.140707,2.273472,-9.510638
20.716018,-18.516541,1.693726,-1.987483,-0.126337,2.368674,-9.064566
20.731639,-6.683350,6.065369,1.270269,0.185015,2.294429,-11.063808
20.747546,15.541077,5.149841,-1.926448,0.195194,2.424957,-11.184158
20.763403,22.003174,0.801086,-5.291011,-0.350272,2.123185,-9.829176
20.779307,19.195557,0.602722,-2.376582,0.158670,2.323169,-9.846539
20.794973,20.545959,0.587463,0.598882,0.425116,2.026186,-10.481220
20.810600,33.187866,0.648499,-1.209285,0.354463,1.961521,-10.113585
20.826208,43.312073,-1.770020,-1.087214,0.083227,1.951941,-9.978865
20.841915,46.836853,-1.014709,1.682256,-0.002994,1.915417,-10.256088
20.857491,49.591064,-3.845215,1.552556,0.336500,1.396895,-10.600372
20.873139,57.174683,-3.097534,2.552007,0.222138,0.889151,-10.311173
20.888739,62.347412,-1.861572,4.489873,0.131726,0.930465,-10.203997
20.904371,65.795898,-3.112793,3.025029,0.156874,0.934656,-10.071671
20.920102,69.305420,-2.815247,3.711675,-0.158670,0.479004,-10.099215
20.935883,71.563721,-2.593994,4.032109,0.199984,0.063468,-10.305785
20.951590,76.408386,-2.624512,2.872441,-0.187410,0.708926,-10.053110
20.968088,80.108643,-3.471375,3.940557,-0.039518,-0.066462,-10.185435
20.984133,84.922791,-3.753662,5.504582,-0.188009,-0.368234,-10.202200
20.999801,86.471558,-2.929688,6.595586,-0.297581,-0.729882,-9.881866

unsuccessful propel

Yellow under
succesful propel

unsuccessful propel
