Timestamp,Gyro_X_dps,Gyro_Y_dps,Gyro_Z_dps,Accel_X_mps2,Accel_Y_mps2,Accel_Z_mps2
0.005552,0.404358,-0.350952,0.110601,-0.160466,8.168214,5.063654
1.667477,99.159241,-3.807068,-5.283381,-0.006586,7.946076,-4.831369
3.331325,-9.918213,-0.160217,0.858281,0.223934,-7.996371,-6.061212
4.995265,29.235840,-0.396729,1.277898,-0.095801,-1.277144,-9.876477
6.659155,2.494812,-0.114441,0.026677,0.049098,-1.695674,-9.541774
8.822660,-128.776550,-17.326355,-28.034235,0.425715,8.774753,8.116705
10.482988,-3.089905,2.014160,1.880620,0.176034,8.178393,5.304354
12.146998,-106.651306,-2.426147,3.513310,0.510738,1.411864,9.818367
13.810829,110.031128,-0.228882,3.322576,0.577798,7.704179,6.338403
15.474737,91.964722,3.227234,-0.309016,-0.211959,8.538244,-5.247504
17.640259,-40.351868,-0.007629,-2.956416,0.473615,-5.078040,-8.223914
19.298494,38.215637,-0.251770,1.277898,0.104782,-3.066224,-9.647754
20.962423,9.986877,-0.122070,0.339482,-0.067061,-0.542472,-9.869891
22.626297,1.014709,-0.274658,0.011418,0.091011,-2.370471,-9.485491
24.290272,29.556274,-0.404358,-0.499751,0.021555,-1.501677,-9.563329
26.453656,-111.480713,-8.430481,-19.466425,1.342408,7.690408,8.292739
28.114052,3.860474,0.465393,1.461003,-0.155676,7.709568,5.771382
29.777901,-79.757690,-0.526428,0.347112,-0.235909,2.014211,9.824354
31.441805,-3.395081,1.251221,1.468633,-0.772993,8.029902,2.290221
33.107845,-91.232300,1.647949,-3.192927,-0.070054,1.559757,10.123732
35.269233,20.332336,-0.846863,0.125859,0.067061,7.880812,5.383389
36.929501,99.296570,-2.044678,-5.680110,-0.412542,7.722741,-4.787061
38.593372,-55.091858,-1.693726,-3.635432,-0.056882,-5.061275,-8.506527
40.257340,70.144653,-0.709534,-1.422908,-0.088017,-0.380808,-9.741159
41.921222,-8.811951,-0.106812,-0.202205,-0.038919,0.740660,-9.235810
44.084714,12.092590,-18.737793,-3.658320,0.156275,9.102871,0.238289
